conversation_id,utterance_id,utterance,groundtruth,caller
0,0,"가정용 컴퓨터, 하",EE,L
1,0,이게 마지막이야.,ED,L
1,1,이것이 너의 마지막 것이니?,RQ,R
1,3,이것은 나의 세번째 것이야,EE,R
1,5,한 번은 지난번의 옐로카드를 잊어버린 적이 있다.,DE,L
1,8,네. 내것은 산산조각이 날 뻔했다,EE,R
1,10,나는 그것을 세탁기에 넣었다.,DE,L
1,13,그들이 이제 다 읽을 수 있을지 궁금하다.,DD,L
1,15,다른 사람들은 뭘 했니?,QQ,R
1,16,아.,KK,L
1,17,내가 그것의 번호를 매겼어.,DE,L
1,18,너 그거 했니?,QQ,L
1,19,황금 시간,EE,L
1,21,아니 난 그러지 않았어.,KK,R
1,22,나도 몰라.,DD,L
1,23,다른 하나는 컴퓨터 스크린에도 있었다.,EE,L
1,25,...하려고 하는 중... 아.,EE,L
1,27,네가 선생님 같았던 곳,QE,L
1,28,그리고 두 가지 다른 반응을 보여야 했다구 ?,RQ,L
1,30,첫 장면?,QQ,R
1,31,네.,KE,L
1,32,그래  내가 그랬어.,KK,R
1,33,난 그게 좋아... 아 넘버 원,DD,L
1,35,다른 하나는..,EE,R
1,36,그들은 당신의 기억을 검사한다.,EE,L
1,37,너 추가 항목도 했니?,QQ,R
1,39,아뇨,KE,L
1,40,우리 반의 한 여학생이 방금 그것에 대해 말해주고 있었다.,EE,L
1,43,음...,KK,R
1,44,그것도 기억나는군,ED,R
1,45,아니니?,QQ,R
1,46,"약간,  하지만 더..",EE,L
1,47,"그래,  맞아",KK,L
1,48,저는 아무것도 몰라요.,DD,L
1,49,이번 일 말이야. 그렇지?,QQ,L
1,50,나도 몰라.,DD,R
1,51,"시카고로 돌아가서, 그들은 취소했다.",EE,L
1,53,직항편이 있었다.,EE,L
1,54,비행기로 돌아오다 그리고.,DE,L
1,55,나는 그것을 취소했다.,DE,L
1,56,우리는 육지로 가야만 했다.,CE,L
1,57,그리고 다시 방송에 나왔지,CE,L
1,58,어.,KK,R
1,59,"우리가 착륙했을 때, 새벽 2시 45분쯤이었다.",EE,L
1,62,이런,KK,R
1,63,늦었어.,EE,L
1,64,그냥 앉아서 그냥...,DE,L
1,65,그것은 가장 무서웠다.,ED,L
1,66,비행. 특히 그렇게.,ED,L
1,68,시카고까지 가는데 2시간이 걸린다.,EE,L
1,70,10분쯤 후에 돌아올 것이다.,EE,L
1,72,거기는 아직도 꽤 서늘하니?,QQ,R
1,74,시카고?,QQ,L
1,75,"그래,  그렇습니다.",KE,L
1,79,우리가 어제 그곳에 있었던 날은 꽤 괜찮았다.,ED,L
1,80,아직 여름은 아니다.,EE,L
1,83,육십 마일,EE,L
1,84,시카고의 서쪽,EE,L
1,85,나는 할머니를 뵈러 갔다.,DE,L
1,87,나는 그 이후로 그녀를 보지 못 했다.,DE,L
1,89,음...,KK,R
1,90,아직 정신을 바짝 차리고 있어,EE,L
1,91,아직도 쓰고 있다,EE,L
1,92,몇 주마다. 너도 알잖아.,RE,L
1,93,기분이 좋았다.,ED,L
1,96,이런.,KK,R
1,97,믿기질 않네,ED,L
1,98,처음으로 나는 그녀의 등에 올라타서 아직 살아 있는 것을 보았다.,DE,L
1,101,나는 이것이 시간이 걸리지 않기를 바란다.,DD,L
1,103,나는 그 후에 시험을 보았다.,DE,L
1,104,나도 알아.,DD,R
1,107,경제학 어이쿠,DE,L
1,108,난 그 코스가 싫어.,DD,L
1,109,나에겐 긴 한 학기였어.,ED,L
1,112,저에게는 아니죠. 너무 빨리 갔어.,ED,R
1,114,정말?,QQ,L
1,115,이건 그저.,ED,R
1,117,내 생각엔 몇 시간이나 걸리느냐에 따라 다르겠지.,DD,L
1,120,아마 9시,EE,L
1,121,이런.,KK,R
1,122,15분 정도 걸릴 수도 있고.,EE,R
1,124,그래요.,KK,R
1,125,학교에 싫증이 나서,DD,L
1,126,전공이 뭐야?,QQ,R
1,127,그것은 내가 과목을 수강 하느냐에 달려있다.,ED,L
1,129,전 잘 모르겠어요.,DD,L
1,131,할 수 있다,DD,L
1,132,내년 여름,EE,L
2,0,너도 오늘 시험이 있니?,QQ,L
2,2,오 예,KK,R
2,3,나도 시험을 봤다.,DE,R
2,4,너가 그랬어?,QQ,R
2,5,그래요.,KE,L
2,6,너의 선생님은 누구시니?,QQ,R
2,8,맥클랜드,EE,L
2,9,"오, 난 네 반이야, 그럼.",DE,R
2,11,"오 , 예",KK,L
2,12,9시?,QQ,R
2,13,그걸 어떻게 했다고 생각해?,QQ,R
2,16,나보다 전에 나는 걸로 생각했다 낫다.,DD,L
2,19,대부분 7장에 있었던 것 같지 않았니?,QQ,L
2,23,"그래, 많은 것들이 그랬다.",KC,R
2,25,나는 그것을 알고 있습니다.,DD,R
2,30,나도 알아.,DD,L
2,31,그래서 훨씬 더 쉬워졌어.,ED,R
2,33,정말로.,KK,L
2,34,나는 7장의 시트에 대한 모든 답을 알고 있었다.,DE,L
2,37,그리고 나는 내가 17번째 부분에서 완전히 나를 놀리지 않을 것이라는 것을 알았다.,DD,L
2,42,그냥 좀 친숙했을 뿐이야,DD,L
2,44,으흠,KK,R
2,45,그런데 그건 제14장에 나온 얘기야,ED,L
2,48,내 문제 때문에 그녀가 아웃라인을 알려줘서 기뻐.,DD,R
2,52,나도 몰라.,DD,R
2,53,그래요.,KK,L
2,54,나는 내가 그것을 더 잘했다고 생각할 것이다.,DD,R
2,57,그게 바로 내가 말한 것이다.,ED,L
2,59,내가 더 잘했다는 것을.,DE,L
2,61,내 생각에 그것은,DD,L
2,62,쉬운 시험이야. 내 생각에,DD,L
2,63,그녀는 공정하다.,ED,L
2,64,나는 그녀가 그랬으면 좋겠다.,DD,R
2,65,나는 그녀가 우리의 성적이 좋아지기 시작했는지 판단하여 우리의 최종 성적을 주길 바란다.,DD,R
2,69,그녀는 우리에게 더 좋은 점수를 줄 것이다.,EE,R
2,72,성적의 원인이 되다,ED,R
2,73,그래 그 혜택말이야,KK,L
2,74,의심의 여지없이. 내 성적은 지금까지 형편없었다.,EE,L
2,77,난 계속 퀴즈를 망치고 있어,DD,R
2,79,그녀는 내가 그 챕터를 읽기 전에 그들에게 퀴즈를 내곤 했다.,EE,R
2,83,처음엔 내가 그 퀴즈를 잘 쳤을 거야,DE,L
2,86,시험시간이 되기 전까지는 그 장을 전혀 읽지 않는다.,DE,L
2,90,나는 어젯밤 7시까지 시험공부를 시작하지 않았다.,DE,R
2,93,"응, 내가 시작했어",KK,L
2,94,열 시쯤,EE,L
2,95,너는 몇시에 잤니?,QQ,R
2,97,11시.,DE,L
2,98,나는 한시간 공부하고 그다음에 아침에 일어났어,EE,L
2,101,잠시 동안 공부했다.,DE,L
2,102,전혀 공부하지 않았다.,DE,L
2,103,기본적으로,DD,L
2,104,그 장을 읽다,DE,L
2,105,익숙해진 내 자신을,DE,L
2,107,그래? 아마도,KQ,R
2,108,"아마 네가 그 장을 읽고 그것에 주의를 기울인다면, 너는 아마 잘 할 것이다.",ED,R
2,113,그녀는 정확히 책에 있는대로 했어.,EE,L
2,115,"내 말은, 너도 알잖아",DD,L
2,116,심지어 그 작은 예시들 조차도 전혀 상상을 초월한다.,EE,L
2,120,나는 알아.,DD,R
2,121,그래서 너의 노트는 절대 책의 테두리를 벗어나지 않는다. 보통,ED,R
2,124,기말고사가 쉬웠으면 좋겠어.,DD,R
2,126,나는 그녀가 결승전에서 공정하기를 바란다.,DD,L
2,128,왜요?,QQ,R
2,129,왜냐하면 나도 몰라,DD,L
2,131,다른 사람보다 그녀를 데려가는 무언가가 있다.,ED,L
2,133,날 화나게 하는 것 같아,ED,L
2,134,저 숙녀분.,EE,L
2,135,그녀는 계속 글을 쓴다.,EE,L
2,137,그게 날 화나게 해,ED,L
2,139,나는 내가 그래야만 한다고 생각해,DD,L
2,142,나는 그 숙녀로부터 그것을 생각했다.,DE,R
2,144,그러나 그것은 전혀 나를 괴롭히지 않았다.,ED,R
2,145,얼마나 많은 실험들,QQ,R
2,146,무슨 짓을 한 거야?,QQ,R
2,147,이게 세 번째야.,EE,R
2,148,정말. 내 두번째,QQ,L
2,149,나는 하나를 하기로 되어 있었다.,DE,L
2,150,하지만 그 프로젝터가 고장났다고?,EQ,L
2,152,으흠,KK,R
2,153,그래서 나는 그것에 대해 신용을 얻었다.,DE,L
2,154,내가 하지 않아도 되더라도 말이야,DE,L
2,157,내가 플러그를 뽑으면 어떡해?,QQ,R
2,159,나는 더 많은 것을 해야 한다.,DE,L
2,160,네가지 이유보다 더 많은 이유가 있어 나는,DE,L
2,161,나는 방 번호를 적어 놓지 않았다.,DE,L
2,163,찾을 수가 없었어,DE,L
2,164,"그리고 또 다른,  나는 단지",EE,L
2,167,나는 그 남자가 나타날 것이라 생각하지 않았어.,DD,R
2,170,나는 내가 늦을 것 같다고 생각했어.,DD,L
2,172,10시 1분 전쯤이었다.,EE,L
2,174,나는 도서관에 있었다.,DE,L
2,175,내가 시계를 보았을 때.,DE,L
2,180,나는 한 번 더 해야해.,DE,L
2,181,이게 아마 나의 세 번째 물건일 거야.,EE,R
2,183,나는 에 등록했다.,DE,L
2,184,그 여자애요 그 중 한 명을 위해서요,EE,L
2,186,오  그거.,KK,R
2,187,전화 번호?,QQ,R
2,188,"그래, 그건 신용이야",KE,L
2,189,쉬운 거야.,ED,R
2,190,바보 같은 짓이야,ED,R
2,191,나는 왜 아무도 가입하지 않았는지 알아냈어,DE,L
2,194,그들은 모두 토요일에 있다.,EE,L
2,195,아니면 오후 5시에.,EE,L
2,196,누가 5시에 여기로 올라오길 원하니?,QQ,L
2,198,밤에?,QQ,L
2,199,"오,  내가 했어.",KK,R
2,200,나는 그것을 화요일 5시에 했다.,DE,R
2,202,그녀의?,QQ,L
2,203,응,KE,R
2,204,무슨 짓을 한 거야?,QQ,L
2,205,그녀는 이 TV 모니터 같은 것을 가지고 네 앞에 놓아둔다.,EE,R
2,209,그리고 이 모든 숫자들이 적힌 상자 앞에서.,EE,R
2,212,옆면에는 '그렇다'거나 '아니오'라고 쓰여 있는 큰 버튼이 두 개 있다.,EE,R
2,216,당신이 하는 일은.,RE,R
2,217,그녀는 너에게 질문을 한다.,EE,R
2,218,생각해 보구요.,AA,R
2,219,알았어요,IK,R
2,220,"상자 위에는 숫자가 하나, 둘, 셋?",EE,R
2,222,음-흠,KK,L
2,223,당신이 하는 일은.,EE,R
2,224,그녀는 너에게 한마디 해 줄 것이다.,EE,R
2,226,당신은 그 단어를 적는다.,RE,R
2,228,네가 아는 그녀의 작은 규모?,RQ,R
2,229,만약 그 말이 장미처럼 느껴져서 모두 행복하다면,RE,R
2,232,기분이 좋아지니까 세 번 밀어붙일 거야,RA,R
2,233,그게 널 슬프게 했다면,RE,R
2,234,하나 넣었겠지,RA,R
2,235,네가 신경 안 썼으면 너는 두개를 넣었을거야,AE,R
2,237,그런식으 로 잠깐 동안 진행됬다.,EE,R
2,239,그녀는 당신에게 단어나 단어의 정의를 줄 것이다.,EE,R
2,242,넌 골랐을거야.,RE,R
2,244,진실'이나 '거짓' 같은 것,EE,R
2,245,그는 관리인 같은 걸 올려놨을 거야,EE,R
2,248,그리고 그녀는 관리인이 사업가인 것처럼 정의를 내리곤 했다.',EE,R
2,252,예스냐 노냐.,RE,R
2,253,너는 그것을 위해 원어민이 되어야 한다고?,RQ,L
2,256,나는 손이 피곤해서 계속 손을 바꾸었다.,DD,R
2,261,그녀는 관리인이 사업가라고 말하곤 했다.,EE,R
2,264,나는 '예'라고 할 것이다.,DE,R
2,266,나는 그렇게 했다 약 세번 정도,DE,R
3,0,내가 박사과정을 거치면 지루하지 않길 바래.,DD,L
3,5,내가 한 건 천 개의 재고 조사를 한 거야,EE,R
3,7,아참,KK,L
3,8,너무 지루했다.,ED,R
3,9,내가 '숫자들'을 했어,DE,L
3,10,이것은 정말 흥미로웠어,ED,L
3,12,정말?,QQ,R
3,13,나는 낮잠을 잘 것이다.,DD,L
3,14,제 이름은 로빈,EE,L
3,16,제 이름은 정,EE,R
3,18,청?,QQ,L
3,19,아하.,KE,R
3,20,"너의 별명이니, 이름이니?",QQ,L
3,22,그건 제 이름이에요.,EE,R
3,28,시각적 자극을 생각하면 잘생긴 남자가 떠오른다.,DD,L
3,33,그것은 자극적이다!,ED,L
3,35,너는 어디 출신이니?,QQ,L
3,36,코리아,DE,R
3,37,아,KK,L
3,38,당신은 한국에서 오셨군요...,RE,L
3,43,"아니, 아니, 아니, 아니.",KE,L
3,44,방도 있고 방도 있고,EE,L
3,48,그들이 한국 하나를 위한 방이 있는 곳에서 활동할 때?,QQ,L
3,51,그래요.,KE,R
3,52,난 바로 그 맞은편에 있어.,DE,L
3,54,나는 왼쪽에 있다.,DE,L
3,56,유대인 조직이야.,EE,L
3,58,오.,KK,R
3,59,여자애가 있어,EE,L
3,60,그녀의 이름은 낸시 혹은 낸.,EE,L
3,62,그래  난 그녀를 알아.,KK,R
3,63,그녀의 성 알아?,QQ,L
3,64,성이 어떻게 되시죠?,QQ,R
3,65,아.. 내생각엔,KK,R
3,66,킴이야,EE,R
3,67,킴?,QQ,L
3,68,그녀는 정말 예쁘다.,ED,L
3,69,"야, 그녀는",KE,L
3,70,나의 영어 수업 시간에.,EE,L
3,71,우리 모두 싫어해,DE,L
3,72,우리 영어 선생님.,EE,L
3,73,그는 얼간이야.,EE,L
3,76,너는 심리학을 전공하고 있니?,QQ,L
3,78,"아니, 난 생물학 전공이야",KE,R
3,82,너는 생물학 학위는 뭐 할거니?,QQ,L
3,86,나는 몰라.,DD,R
3,88,봐  나는 생각했다.,RD,L
3,89,내가 뭘 전공할 건지 결정하기 전에 말이야,DD,L
3,92,뭘 전공하세요?,QQ,R
3,93,심리학,DE,L
3,94,Ohh.,KK,R
3,95,너도 알다시피,RE,R
3,96,나는 지금 1315를 수강하고 있어.,DE,R
3,98,아하,KK,L
3,99,그게 나도 수강하는거야.,EE,L
3,101,아  그렇구나.,KK,R
3,102,그게 너가 수강하는거구나.,RR,R
3,103,그래요.,KE,L
3,104,그리고 난 우리가 심리학을 6시간 더 할 수 있을 것 같아.,DD,R
3,109,"있잖아, 나",RD,R
3,110,심리학을 전공하지 않을 테니 심리학을 수강할까 생각중이었어.,DD,R
3,117,나는 어떤 걸 수강중이야.,DE,L
3,118,"이번 여름에, 나는 인간관계론을 같은 선생님과 들어",DE,L
3,122,나는 윌리엄을 얻었다.,DE,L
3,124,그래요.,KK,R
3,125,그리고 그는 정말 좋아.,ED,L
3,127,그는 여름에 인간관계를 가르치고 있어,EE,L
3,130,나는 그랑 함께 수강 중이야.,DE,L
3,131,나는 내 모든 수업을 그랑 함께 수강하려고 해.,DD,L
3,134,나는 정말 그가 좋아.,DD,L
3,135,그의 시험은 쉽다.,ED,L
3,136,저 사람이 그 교수야?,QQ,R
3,138,윌리엄...,EE,L
3,139,모르겠는데요,DD,L
3,140,그는 대학원생이다,EE,L
3,142,난 그가 가지고 있는 것을 안다.,DE,L
3,143,그는 박사과정 학생이고 박사학위를 위해 일하고 있어,EE,L
3,146,그는 정말 깔끔하다.,EE,L
3,147,나는 그의 수업을 즐긴다.,DD,L
3,148,나는 캐시를 가지고 있다.,DE,R
3,149,그녀는 대학원생이지,EE,R
3,151,그녀는 괜찮아,EE,R
3,152,오 제발.,KK,L
3,153,나는 머무를 수 없다.,DD,L
3,155,전 회의가 있어요.,DE,L
3,156,"응, 내가 가진",KK,R
3,157,회합도,EE,R
3,158,너 어디가?,QQ,R
3,159,"네, 어",KE,L
3,160,의 만남.,EE,L
3,161,유대인의,EE,L
3,162,학생 단체,EE,L
3,163,무슨 짓을 한 거야?,QQ,R
3,164,정기적인 모임이니?,QQ,R
3,165,"그래,  우리 얘기 하자면...",KK,L
3,166,"오늘, 우리는 랍비가 온다.",DE,L
3,168,그는 그것에 대해 말하려고해.,EE,L
3,170,"아, 마치 ",KK,L
3,171,국제일,EE,L
3,172,"오, 그래",KK,R
3,173,"맞아,",KK,L
3,174,우리는 이스라엘을 내세우고 있다.,CE,L
3,176,또 뭐가?,QD,L
3,177,선거가 다가오고 있다.,EE,L
3,178,우리가 얘기하려고 하는 다른 것,EE,L
3,181,하지만 나는 1시에 수업이 있어.,DE,L
3,184,이것은 나의 점심 휴식시간이다.,EE,L
3,186,내 지갑에 있는 오렌지. 나를 먹어줘 라고 말해.,EE,L
3,190,실험의 이름은 무엇인가?,QQ,R
3,193,기억이 안 나요.,DD,L
3,194,그냥 난.,DD,L
3,195,그게 내가 와서 할 수 있는 유일한 실험이었어,ED,L
3,198,"그래서, 나는 내 이름을 적어놨지",DE,L
3,200,나도 했어.,DD,R
3,201,몇 개나?,QQ,R
3,202,너는 꼭 해야만 해?,QQ,R
3,204,하나 더?,QQ,R
3,205,난 네 개를 가지고 있다.,DE,L
3,206,나는 이거 재미로 하는 거야,DD,L
3,208,"그래, 좋아.",KK,R
4,0,당신은 심리학을 수강하고 있습니까?,QQ,R
4,2,응. 왜 너는 그걸 듣니?,QQ,L
4,4,너의 호기심이야?,QQ,L
4,5,그래요.,KD,R
4,8,만약 당신이 심리학을 택하신다면 밤도 있어요,EE,L
4,11,내가 추측하기에.,DD,L
4,12,나는 그들이 할 수 있는지 모르겠다.,DD,L
4,13,여름용인지 아닌지.,DD,L
4,14,뭐라고?,QQ,R
4,15,실험,EE,L
4,17,"기본적으로, 그들이 하는 일은 모든 신입생들을 소개 수업에 데리고 가서 실험하고 실험하는 것입니다.",EE,L
4,23,내가 추측하기에.,DE,L
4,24,하나는 약간,ED,L
4,26,뭐였더라,QQ,R
4,27,전화하셨나요?,QQ,R
4,29,내 생각엔 그건 정말 형식적이야.,DD,L
4,31,지금까지 참을 만큼 참았다,DD,L
4,32,로그온한 경우,RE,L
4,34,그들은 무언가를 번쩍인다.,EE,L
4,35,그들은 단어와 정의의 정확성을 다루는 정의를 제시합니다.,EE,L
4,43,주어진 단어를 만들고 정의하고 정의를 비교하는 방법을 설명합니다.,EE,L
4,48,당신이 이것이 옳은지 또는 그른지에 대해 말해야겠습니다.,RE,L
4,52,일반적으로 응답 시간 같았습니다.,EE,L
4,55,그리고 다른 하나는... 였다. 아.. 아.. 직업적인 결정이죠,EE,L
4,59,그것은 두 부분이었다.,EE,L
4,61,이것이 나의 네번째 물건이야,EE,L
4,64,한 가지 더 해야 할 일이 있다,EE,L
4,65,하지만...아.,RE,L
4,66,"이 시간동안, 당신은 할 수 있습니다... 아, 당신이 원하면 언제든지, 당신은 그만둘 수 있습니다.",RE,L
4,71,"너가 뭔가에 직면한 것처럼 느낀다면,",RE,L
4,75,지금껏 내가 그런 적은 없었지만.,DD,L
4,78,나는 잠을 잘 수 있었다.,DD,L
4,79,"그래, 나는 너를 밖에서 봤어. ",KK,R
4,81,"음, 나는 피곤해졌어 ",KK,L
4,83,"그의 목소리는 매우 단조롭고, 매우 낮다.",EE,L
4,89,나 관심있어.,DD,L
4,91,그래요.,KK,R
4,92,내 심리 선생님들은 정말 멋지셔.,EE,L
4,95,나의 철학 선생님은 너의 주의를 끌지 못한다.,EE,L
4,102,내 생각에 우리는 프로젝터를 살펴봐야 할 것 같아.,DE,L
4,107,"그들이 내 기억을 원한다면, 그것은 작동하지 않을 것이다.",EE,R
4,110,그것은 항상 나를 놀라게 한다.,ED,L
4,112,심리학,EE,L
4,113,너는 왜 사람들이 수업에 결석하는지 아니?,QQ,L
4,116,왜?,QQ,R
5,0,한 번도 실험해 본 적이 없다고?,QQ,M
5,1,아니요.,KE,F
5,2,한 번도?,QQ,M
5,3,아니요.,KE,F
5,4,너가 그랬어?,QQ,F
5,5,아니요.,KE,M
5,6,내 친구들 중 몇몇은 사랑하는,EE,M
5,7,단기 기억력 같은 걸 테스트한 거야,EE,M
5,8,너도 알다시피,RE,M
5,9,그들의 오랜 기억력.,EE,M
5,10,그것은 파란색 또는 초록색이었다.,EE,M
5,11,이것은 빨간 실험이다.,EE,M
5,12,나는 몰라.,DD,M
5,13,이것은 녹색 실험이다.,EE,F
5,14,초록색?,QQ,M
5,15,그래요.,KE,M
5,16,아참,KK,M
5,17,내 잘못이다.,EE,M
5,18,그녀는 방금 나에게 이것은 빨간색이라고 말했다.,EE,M
5,19,아참,KK,F
5,20,나는 녹색에 등록했다.,DE,F
5,21,나는 적자에 등록했다.,DE,M
5,22,당신은 입문심리학을 좋아하십니까?,QQ,M
5,23,음,KE,F
5,24,1315?,QQ,M
5,25,내 것은 1311번지,DE,M
5,26,4시에 끝났으면 좋겠다.,DD,F
5,27,뭐가 그렇게 오래 걸리는지 모르겠어,DD,M
5,28,그건...,EU,M
5,29,올해가 ut에서 너의 첫해니?,QQ,M
5,30,아니요.,KE,F
5,31,올해로 2년차야.,EE,F
5,32,2학년생,DE,M
5,33,3학년생,DE,F
5,34,3학년생,RE,M
5,35,응.,KK,F
5,37,너는 2학년이니?,QQ,F
5,38,그래요.,KE,M
5,39,2학년 학생,EE,M
5,41,전공이 뭐야?,QQ,F
5,42,경영학,EE,M
5,44,너 심리학과 있니?,QQ,F
5,45,음...,KK,M
5,47,난 그저 선택권자로 받아들일 뿐이야,DE,M
5,48,내 생각에 넌 심리 과정이 필요해.,DD,M
5,49,하지만 다른 것.,DD,M
5,50,다른 코스 번호,EE,M
5,51,지난번에도 같은 실험을 하러 왔었는데,DE,M
5,52,하지만 내 생각엔 뭔가 잘못된 것 같아,DE,M
5,53,그래서 그들은 나에게 하나의 신용을 공짜로 주었다.,EE,M
5,54,단지 나타나기 위해서.,EE,M
5,56,이건,EE,M
5,57,저렇듯,EE,M
5,58,그래도 없는 것보다는 낫다,ED,M
5,59,그거 좋은데.,EI,F
5,60,그래요.,KK,M
5,61,가입하기 어렵다,EE,F
5,62,그래요.,KK,M
5,63,적당한 때를 찾으려고 애쓰다,IE,M
5,65,그들은 매우 많은 원어민들을 가지고 있다.,EE,F
5,67,어디서 오셨습니까?,QQ,M
5,68,나는 이란에서 왔다.,DE,F
5,69,이란?,RQ,M
5,70,좋아.,KK,M
5,71,너는 무슨 언어를 쓰니?,QQ,M
5,72,나는 프랑스어를 한다.,DE,F
5,73,알았어요,KK,M
5,74,나는 프랑스에 살았었다.,DE,F
5,75,응.,KK,M
5,76,나는 거기에 두어 번 가본 적이 있다.,DE,M
5,77,나는 캐나다에 살았었다.,DE,M
5,78,나는 캐나다에 가본 적이 없다.,DE,F
5,79,정말 좋다,ED,M
5,80,나는 소리를 들었다.,DD,F
5,81,당신은 프랑스어를 하나요?,QQ,F
5,82,그래요.,KE,M
5,83,조금요.,KE,M
5,84,하지만 너도 알잖아,RD,M
5,85,지금은 잊어버린 것 같아.,DD,M
5,86,그게 우리가 퀘벡에서 했던 일이야.,EE,M
5,87,서너 개의 언어처럼 말하곤 했다.,EE,M
5,88,그 중 하나는 콜롬브란이었다.,EE,M
5,89,그곳이 내가 콜롬비아에서 태어난 곳이다.,EE,M
5,90,스페인어를 할 줄 아십니까?,QQ,F
5,91,그래요.,KE,M
5,92,나는 스페인어를 유창하게 말한다.,DE,M
5,93,나는 아라빅을 유창하게 말한다.,DE,M
5,94,아빠의 파키스타니 때문에,EE,M
5,95,정말?,QQ,F
5,96,그래요.,KE,F
5,97,그리고 영어,EE,F
5,98,그래요.,KK,M
5,99,그리고 프랑스어,DE,M
5,100,지금쯤이면 잊어버린 것 같아.,DD,M
5,101,나는 스페인어를 조금 하고,DE,F
5,102,그럼 보통 어디서 왔다고 말하는 거야?,QQ,F
5,103,내가 부탁받았을 때?,QQ,M
5,104,신문에서 물어보면 항상 흰색을 칠하고,DE,M
5,105,그렇지만,KK,M
5,107,하지만 배경으로는 백인과는 아무런 관계가 없다.,EE,M
5,108,"하지만 사람들이 나에게 그걸 물어보면, 나에게 말해줘.",DE,M
5,109,음.,KK,F
5,110,나는 무엇을 넣어야 할지 모르겠다. 왜냐하면 나는 아시아인을 가지고 있기 때문이다.,DE,F
5,111,그래요.,KK,M
5,112,그게 바로 내가 말하려던 거였어,ED,M
5,113,나는 아시아에서 왔지만,DE,F
5,115,그들은 하지 않는다,RD,F
5,116,그래요.,KK,M
5,117,나도 아시아에서 왔어,DE,M
5,119,나는 중동에서 왔다.,DE,F
5,120,하지만 그들은 중동을 가지고 있지 않다.,EE,F
5,121,을 무시하다,AA,M
5,123,나는 프랑스어를 넣었다.,DE,F
5,124,내 말은.,DD,F
5,126,하얀색,EU,F
5,127,나도 그렇게 생각했어,ED,M
5,128,대부분의 사람들은 그것을 믿는다.,ED,M
5,129,그래서 당신은 지금 여기 합법적인 거주자 입니다.,RQ,F
5,130,그래요.,KE,M
5,131,나는 지금 그래.,DE,M
5,132,난 여기 산지 꽤 됐어,DE,M
5,133,한동안 텍사스에서.,DE,M
5,134,8년간.,EE,M
5,135,또는 그 이하,EE,M
5,136,대략 6년 혹은 7년,EE,M
5,137,그래서 여기서 너는 레지던트 수업료를 지불했어.,II,F
