conversation_id,utterance_id,utterance,groundtruth,caller
5,138,그래요.,KE,M
5,139,그거 좋은데.,EI,F
5,140,나는 국외에서 지불한다.,DE,F
5,141,비싸네.,ED,M
5,142,그렇죠?,QQ,M
5,143,응.,KE,F
5,144,한 달에 500달러야,EE,F
5,145,나는 12시간만 일하고 있다.,DE,F
5,146,12시간?,IQ,M
5,147,한 학기에 500달러야,EQ,M
5,148,459달러야.,EE,F
5,149,그런 거.,EE,F
5,150,그런가요?,QQ,M
5,151,한 학기,QQ,M
5,152,그래요.,KE,F
5,153,아뇨,KE,F
5,154,한 달,EE,M
5,155,한 달,RE,F
5,156,아참,KK,M
5,157,알았어요,KK,M
5,158,왜냐하면 나는...,DU,M
5,159,2천 달러정도거든.,EE,F
5,160,그것은 별것 아니다,ED,M
5,161,참 많네,ED,F
5,162,왜냐하면 나는 ...에 500을 지불하기 때문이다.,DE,M
6,0,여자들만의 실험인 줄 알았는데,DD,F
6,1,난 그게 남자의 유일한 실험인 줄 알았어.,DD,M
6,2,아참,KK,F
6,3,정말?,QK,F
6,4,그렇게 적혀 있었어.,EE,M
6,5,음.,KK,F
6,6,청색용?,QQ,M
6,7,그래요.,KE,F
6,8,이렇게 되어 있다,KK,F
6,9,음.,KK,F
6,10,나 지금 -,DD,F
6,11,이렇게 되어 있다,EE,F
6,12,나는 그것이 녹색이라고 불린다고 생각했다.,DD,F
6,13,음.,KK,M
6,14,"지금 내가 가입했을 때, 그것은 파란색이라고 불렸어야 했다.",EE,M
6,16,아마 그들은 우리를 속이는 중일거야.,ED,F
6,17,실험의 일부일지도 몰라,EE,F
6,18,아참,KK,F
6,19,음.,KK,F
6,20,내가 제대로 된 실험인지 물어봐야 할 것 같아.,DD,F
6,21,나는 아마 그럴 것이다.,DD,F
6,22,나는 거기에 있을거라 생각했어.,DD,M
6,23,내 생각엔..,DD,M
6,24,나는 그것이 게시판에 있었다는 것을 안다.,DD,M
6,25,내가 그것을 신청했을 때,DE,M
6,26,그렇게 하기로 되어 있었다.,EE,M
6,27,그래요.,KK,F
6,28,빨간.,KK,F
6,29,"파랑, 초록, 침대",EE,M
6,30,그래요.,IE,F
6,31,맞다,IE,F
6,32,그들이 몇 호실에 나타나라고 했니?,QQ,F
6,33,420,EE,M
6,34,아하,KK,F
6,35,그게 바로 그거야.,EE,F
6,36,속임수야.,ED,F
6,37,아마 다른 여자가 어딘가에 있을 거야,EE,F
6,38,다른 남자와 함께,EE,F
6,39,그래요.,KK,M
6,40,뭐 그런 것,KK,M
6,42,그래요.,KK,F
6,43,아참,KK,F
6,44,음.,KK,F
6,45,괜찮아.,ED,F
6,46,나는 어제 실험을 했다.,DE,M
6,47,그것은 이 작은 퍼즐이었니?,EE,M
6,48,그리고 그들이 한 일은,EE,M
6,49,너가 끝냈어.,EE,M
6,50,그리고 너가 점수를 매기기로 했잖아,RE,M
6,51,그리고 그들이 한 일은,EE,M
6,52,그들은 너에게 정말 좋은 점수를 준다.,EE,M
6,53,그리고 그들은 당신의 반응을 보려고 했어,EE,M
6,55,너도 알다시피,RE,M
6,56,너가 뭔가 말했어야 했는데,EE,M
6,57,너도 알다시피,RE,M
6,58,이렇게 좋은 점수를 받아야 한다고 생각하지 않아.,DD,M
6,59,아니면 뭐 그런 거.,DD,M
6,60,너도 알다시피,RE,M
6,61,그냥 퍼즐을 맞춰야 하는 거였어?,EQ,F
6,62,그래요.,KE,M
6,63,음.,KK,M
6,64,그것은 그들 중 한 단어 퍼즐 거래였다.,EE,M
6,65,너가 다른 편지들을 가지고 있는 곳,EE,M
6,66,그리고 그들은 당신에게 한 마디를 준다.,EE,M
6,67,그들은 너에게 편지를 준다.,EE,M
6,68,그게 진짜여야 할 것 같아,EE,M
6,70,너도 알다시피,RE,M
6,71,그들은 아마도 b-g-l을 가질 것이다.,EE,M
6,72,하지만 그 위에는 개가 있다.,EE,M
6,73,그 글자들은 d를 나타낸다.,EE,M
6,74,너도 알다시피,EE,M
6,75,등등,EE,M
6,76,너는 퍼즐을 맞춰야 해,EE,M
6,77,알겠습니다.,KK,F
6,79,그는 ''정말 그렇게 좋은 점수를 받았다고 생각했니?'',EE,M
6,80,너도 알다시피,RE,M
6,82,"나는 ""헤이""이라고 말한다.",DE,M
6,83,그녀가 내가 받은 게 바로 그거야.,EE,M
6,84,"그래서, 나는 이렇게 생각했어.",DD,M
6,85,우리는 그게 진짜라는 걸 알게 됐지,EE,M
6,86,그들은 단지 네가 어떻게 반응하는지 보고 싶었을 뿐이야,EE,M
6,87,그런 점수를 받았다면.,EE,M
6,88,음.,KK,F
6,89,이것들 - 그 실험들은 재미있다.,ED,F
6,90,제 말은.,DD,F
6,91,나는 언젠가 이것을 하기를 희망한다.,DD,F
6,92,나는 심리학을 전공하고 있다.,DD,F
6,93,음.,KK,M
6,94,커피를 마시고 싶다.,DD,F
6,95,유일한 장점은 2시간이라는 거야,ED,M
6,96,너는 2시간 크레딧을 받는다.,EE,M
6,97,그래요.,KK,F
6,98,정확히,KC,F
6,99,나쁘지 않은데요,ED,M
6,101,이 시간에 여기 주차하는 게 그렇게 나쁘다고 생각하지 않으세요?,QQ,F
6,102,주차할 곳이 없는 것 같다,EE,F
6,103,으응.,KK,M
6,104,나는 방금 운이 좋았다.,DD,F
6,105,누군가가 빠져나오고 있었다.,EE,F
6,106,나는 항상 화요일과 목요일이 그렇게 바쁘지 않을 것이라고 생각했다.,DD,M
6,107,"하지만 월요일, 수요일, 금요일 같아",EE,M
6,108,그래요.,KK,F
6,109,이것은 끔찍한 일입니다.,ED,F
7,0,바어발트,KE,F
7,1,바어발드?,QQ,M
7,2,너는 누구를 가지고 있니?,QQ,F
7,3,캠,DE,M
7,4,음.,KK,F
7,5,난 잭슨이라는 사람이 있었어 여기 첫 학기가 말이야.,DE,F
7,6,"오, 그렇군요.",KK,M
7,7,그는 존 레논처럼 보였다.,ED,F
7,8,그의 쌍둥이였을 수도 있어,ED,F
7,9,그 안경을 썼고.,EE,M
7,11,"한 학기 내내, 매일 같은 옷을 입었다.",EE,F
7,12,"오, 그렇군요.",KK,M
7,13,나는 그것을 월요일 - 수요일 - 금요일에 가지고 있었다.,DE,F
7,14,매일 같은 옷,EE,F
7,15,마치 그가 그들과 잠자리를 같이 한 것처럼.,EE,M
7,16,잠에서 깼다,EE,M
7,17,매일 그들은 조금 더 나빠 보였다.,ED,M
7,18,샤워를 하지 않았다.,EE,F
7,19,오 안돼.,KK,M
7,20,전혀.,EE,F
7,21,올라가서 질문하고 싶지 않겠지?,IQ,M
7,22,아니요.,KD,F
7,23,토하다,UD,M
7,24,나는 앉았다.,DE,F
7,25,그것은 그 큰 교실들 중 하나였다.,EE,F
7,26,나는 방 뒤쪽에 앉았다.,DE,F
7,27,"예, 뭐.",KK,M
7,28,이 실험들은...,ED,F
7,29,우리는 또한 그 수업을 위해 세 가지 실험을 해야 했다.,DE,F
7,30,그들은 정말 흥미로워진다.,ED,F
7,31,너는 지금 무슨 반이니?,QQ,M
7,32,인트로가 아닌,QQ,M
7,33,그래?,QQ,M
7,34,음.,KK,F
7,35,그래요.,KE,F
7,36,그래요?,QQ,M
7,37,또 다른 도입부 수업이다.,EE,F
7,38,그래서 첫 학기에 뭘 배웠니?,QQ,M
7,40,나는 단지 하나라고 생각했다.,DD,M
7,41,"음, 두 개야",KK,M
7,42,두 개 있다,ER,F
7,43,약간 두 개 있다.,EE,M
7,44,하지만 그들은 다른 책을 사용하기도 하고,EE,M
7,45,어?,KQ,M
7,46,하지만 나는 그들 둘에 대해 신용을 얻을 수 있어,DE,F
7,47,그래서 나는 다른 수업이 필요하다고 생각했다.,DD,F
7,48,그래요.,KK,M
7,49,그들은 둘다 그래.,EE,M
7,50,음.,KK,M
7,51,둘 다 똑같아서 같은 소재를 가릴 거야,EE,M
7,52,으응.,KK,F
7,54,라고 불리다.,EE,F
7,55,음.,KK,F
7,56,1315년 이라고 한다.,EE,F
7,57,그리고 다른 하나는 1311번이다.,EE,M
7,58,알았어요,KK,F
7,59,나는 지금 1311에 있다.,DE,F
7,60,으응.,KK,M
7,61,나는 첫 학기에 1315번 시험을 보았다.,DE,F
7,62,그래요.,KK,M
7,64,그럼 2학년인 거야?,QQ,M
7,65,3학년 학생.,DE,F
7,66,아 3학년.,RE,M
7,67,나는 단지 필요했다.,DD,F
7,68,저도 역시 마찬가지에요.,DC,M
7,69,나는 단지 쉬운 수업이 필요했다.,DD,F
7,70,아참,KK,M
7,71,음.,KK,M
7,72,전공이 뭐예요?,QQ,M
7,73,정치 과학.,EE,F
7,74,아참,KK,M
7,75,정말?,QK,M
7,76,그러한 교양과목의 하나.,EE,F
7,77,거의 모든 것을 가져갈 수 있는 곳,EE,F
7,78,당신이...,RR,M
7,79,그래요.,KK,F
7,80,그것은 멋지네요.,EI,M
7,81,아니요.,KE,M
7,82,"그게 내 전공이야, 정신.",EE,M
7,83,아참,KK,F
7,84,정말?,QK,F
7,85,네가 그럴 수 있는지 몰랐어.,DD,M
7,86,내가 그걸 할 수 있을 것 같지 않아.,DD,M
7,87,너도 할 수 있을 것 같지 않아.,DE,F
7,89,하지만 너는 그것에 대한 공로를 인정받으니까,RE,M
7,90,그래요.,KK,F
7,91,멋있네요,ED,M
7,92,오 아니야,KK,M
7,94,나는 친구에게 물어보고 있었다.,DE,M
7,95,이 실험에서 무슨 일이 일어났는지 처럼.,DE,M
7,96,너도 알다시피,RD,M
7,97,그는 나에게 말하지 않을 것이다.,EE,M
7,98,아니아니,KE,M
7,99,나는 점점 기대되고 있었다.,DD,M
7,100,1315년 입니까?,QQ,F
7,101,나는 1315년이다.,DE,M
7,102,너는?,QQ,F
7,103,난 1학년일 뿐이야.,DE,M
7,105,음.,KK,F
7,106,오!,KK,M
7,107,벌거벗은 사람들을 어디서 보나?,QQ,M
7,108,나는 그것에 대해 들었다.,DD,M
7,110,이건 두 시간짜리니까,EE,M
7,111,그들은 너를 이 작은 방에 혼자 있게 했다.,EE,F
7,112,그리고 당신에게 스캔-트론 시트를 주십시요.,EE,F
7,113,그리고 당신에게 평가하라고 말하라.,EE,F
7,114,1에서 10까지 등급을 매기다.,EE,F
7,115,이성이 보이십니까?,QE,M
7,116,그래요.,KE,F
7,117,아참,KK,M
7,118,"나는 네가 ``동성""을 보지 않기를 바란다i.",DD,M
7,119,그들은 우리 둘 다 함께 하지 않을거야,EE,F
7,120,나는 생각하지 않아,DD,F
7,121,오 아니야.,KK,M
7,122,"아니, 아니, 아니.",KC,M
7,123,자리에 없다,EE,M
7,124,여기 이 작은 방에 있어,EE,F
7,125,너는 거기에 혼자 들어가서,IE,F
7,126,그리고 그녀는,EE,F
7,127,"오, 그래.",KK,M
7,128,벽에서 두들겨 패는 거야,IE,F
7,129,다음 사진,EE,F
7,130,너는 벽을 두드렸다.,RR,M
7,131,그래요.,KE,F
7,132,저는 그러지 않았죠.,DE,F
7,133,"그리고 그녀는 ``네가 다른 사람을 원할 때 이것을 해라, 필요할 때"" 라고 말한다.",EE,F
7,134,또 다른 그림',EE,F
7,135,음.,KK,M
7,138,"너는 그들의 점수를 매겨 그들이 a, b, c, d, e를 가지고 있는 것처럼",EE,M
7,139,무엇으로부터?,QQ,F
7,140,그래요.,IC,F
7,141,1부터 5까지,EE,M
7,142,a는 1이고.,EE,F
7,143,e는,EE,F
7,144,5야.,EE,M
7,145,5구나.,RR,F
7,146,그것은 꽤 깔끔했다.,ED,F
7,147,나머지는 지루했다.,ED,F
7,148,그래요.,KK,M
7,149,- 내가 하나를 가져갔어,DE,M
7,150,그리고 넌 그냥,IE,M
7,151,그들은 방금 이 모든 단어들을 너에게 보여줬어,EE,M
7,152,너도 알다시피,RE,M
7,153,그들은 이 모든 단어들을 번득였다.,EE,M
7,154,그들은 두 글자를 섞었다.,EE,M
7,155,넌 그냥 그걸 적어놨어,RE,M
7,156,당신은 뒤섞인 두 개의 작은 글자를 바꾸었고,IE,M
7,157,넌 거꾸로 세어야 했어,RE,M
7,158,너도 알다시피,RE,M
7,159,약 1090부터,EE,M
7,160,3을 계속 빼.,IE,M
7,161,내가 한 짓이야...,DE,F
7,162,그리고 네가 얼마나 많은 단어를 기억하는지 너는 봐야만 했어,IE,M
7,163,"오, 맙소사.",KK,F
7,164,그리고 나는 이 숫자에 너무 집중하고 있었다.,DD,M
7,165,너는 알잖아,RD,M
7,166,그것은 아무 의미도 없었다.,ED,M
7,167,난 네가 고른 컴퓨터로 이걸 했어,EE,F
7,168,속하지 않는 단어,EE,F
7,169,음음,KK,M
7,170,"그것은 사과, 포도, 오렌지, 완두콩, 상추와 같았다.",EE,F
7,171,"내 말은, 상추.",DD,M
7,173,제 말은.,DD,F
7,174,나는 한 시간을 보냈다.,DE,F
7,175,그게 네가 한 전부야?,QQ,M
7,176,그래요.,KE,F
7,177,나는 노력하는 중이야.,DD,M
7,178,그가 뭐라고 했니?,QQ,M
7,179,음.,KK,M
7,180,목적?,QQ,M
7,181,연상과 관련 있는 것,EE,F
7,182,단어 연상 같은 것,EE,F
7,183,나는 두 살짜리 아이가 이것을 할 수 있다고 생각했다.,DD,F
7,184,나도 몰라.,DD,M
7,185,나는 그것을 가져가고 싶다.,DD,M
7,186,아니요.,DE,M
7,187,이 일이 있은 후 나는 4시간이 있다.,DE,M
7,188,그래서 나는 그 벌거벗은 실험을 하지 않을 것이라고 생각한다.,DD,M
7,189,재밌었겠다.,ED,M
7,190,어?,QQ,M
7,191,뭐라고 불렸는지 기억이 안 나는데,DD,F
7,192,나는 그것이 불렸다고 생각한다.,DD,F
7,193,나는 기억 못해,UD,F
7,194,나체?,QQ,M
7,195,아니요.,KE,F
7,196,아무 상관도 없었지,ED,F
7,197,살인의,QR,M
7,198,넌 네가 무슨 일을 하려는지 몰랐어,IE,F
7,199,아참,KK,M
7,200,정말로.,KK,M
7,201,너가 할 수 있을 때까지,RE,F
7,202,그래요.,KD,F
7,203,너는 심지어 말할 수 없었다,IE,F
7,204,나는 Cha가 기겁했을 것이라고 확신한다.,DD,M
7,205,어?,QQ,M
7,206,음 hm,KD,F
7,207,나는 계속 하고 있었다.,DD,F
7,208,이봐.,KK,M
7,209,얼굴 보여줬어?,QQ,M
7,210,모든 것 다.,EE,F
7,211,"오, 모든 것",KK,M
7,212,와,KK,M
7,213,제한이나 조정이 없다.,EE,F
7,214,우와.,UD,M
7,215,재미있어 보였다.,ED,M
7,216,어?,QQ,M
7,218,당신이 들어갈 것이다.,II,M
7,219,제 말은.,DD,M
7,220,너무 지루할거야.,ED,M
7,221,"너는 맹목적으로 들어가면 돼, 그래",II,F
7,223,그것은 나의 마지막 실험이기도 했다.,EE,F
7,224,나는 3개를 했었다.,DE,F
7,226,나의 마지막이었다.,EE,F
7,227,이봐.,KK,M
7,228,나는 그런 남자친구가 있었다.,DE,M
7,229,난 그렇게 생각 안 해.,DD,F
7,231,음.,KK,M
7,232,잘생긴 남자가 있었나?,QQ,M
7,234,음.,KK,F
7,235,그래요.,KK,F
7,236,그들은 톰 셀렉과 버트 레이놀즈를 가졌다.,EE,F
7,237,물론 나는 버트 레이놀즈가 개라고 생각한다.,DD,F
7,238,그렇지만,KK,F
7,239,나는 들었어,DD,F
7,240,음.,KK,F
7,241,그 금발 소녀가 위험의 늪에서 놀았지,EE,F
7,242,그녀.,EE,F
7,243,캐서린 바흐,EE,M
7,244,혹은 뭐든지.,EE,M
7,245,그래요.,KE,F
7,246,그들은 그녀를 가졌다.,KE,F
7,247,"그들은 헤더 클리어, 그리고",EE,F
7,248,아참,KK,M
7,249,그건...,KK,M
7,250,나는 그들이 누드 포즈를 취한 것을 결코 알지 못했다.,DD,M
7,251,그래요.,KK,F
7,252,음.,KK,F
7,253,비키니를 입은 사람도 있고,EE,F
7,254,아참,KK,M
7,255,수영복을 입은 남자들처럼,EE,F
7,258,톰 셀렉처럼,KK,M
7,259,톰 셀렉은 청바지를 입고 있었다.,EE,F
7,260,아참,KK,M
7,261,정말로.,KK,M
7,262,그래서.,KK,F
7,263,아참,KK,M
8,0,내 카드 어딨어?,QQ,F
8,1,나는 그것이 필요하다.,QQ,F
8,2,나는 우리 선생님의 이름도 기억하지 못해!,DD,F
8,3,저런!,KK,M
8,4,응.,KK,F
8,5,"오, 신이시여.",KK,M
8,6,나는 카드를 가져오는 것을 잊었다.,KK,M
8,7,너가 그랬어?,QQ,F
8,8,야,KE,M
8,9,나는 잊어 버렸어.,DD,M
8,10,음 어쨌든,KK,M
8,11,이제 나는 받아야 한다.,DE,M
8,12,나는 지난번에 왔다.,DE,M
8,13,너도 알다시피,RE,M
8,14,그리고 그녀는 기계를 작동시키지 않았다.,EE,M
8,15,그래서 그녀는 나에게 단지 1시간만 신용을 주었다.,EE,M
8,16,아참,KK,F
8,17,그녀가 그랬니?,QQ,F
8,18,응.,KE,M
8,19,아참,KK,F
8,21,이것들은 도서관에 가는것보다 훨씬 더 좋다.,ED,M
8,23,응.,KK,F
8,24,그렇고 말고.,ED,F
8,25,그것은 많은 인내심을 필요로 한다.,EE,M
8,26,강의에 따라 다르다,ED,F
8,27,응,KK,M
8,28,특히 두 시간 동안.,ED,F
8,29,음,KK,M
8,30,어쩌면 그렇게 오래 가지는 않을지도 몰라.,ED,F
8,31,그러지 않았으면 좋겠어요.,DD,F
8,32,알았어.,KK,M
8,33,그녀가 뭘 할지 알아?,QQ,F
8,36,우리에게... 그녀가 우리에게 보여준 것에 대한 우리의 의견?,UQ,M
8,37,응.,KK,F
8,38,내가 추측하기에.,DD,F
8,39,그거 좋군요.,EI,M
8,40,별일 아니야.,ED,M
8,41,그래서 너 이거 세 시간 공제한거야?,QQ,F
8,42,음,KE,M
8,43,아직 2시간 남았어?,QQ,F
8,44,생각합니다,DD,M
8,45,나도 몰라.,DD,M
8,46,다음번엔 드디어 한 마리 토끼를 잡게 될 것 같아.,DD,M
8,47,나는 떠난다.,DE,M
8,48,나도 몰라.,DD,M
8,49,나는 아직 다음 시간까지 기다려야 한다.,DE,M
8,50,으악!,KK,F
8,51,너희 반에는 사람들이 많니?,QQ,M
8,52,이미 실험을 했니?,QQ,M
8,53,음,KE,F
8,54,아참,KK,M
8,55,"어, 이 실험이 아니라",EE,F
8,56,실험은 해봤지만,DE,F
8,57,나는 아무것도 하지 않았다.,DE,F
8,58,야,KK,M
8,59,나도 몰라.,DD,M
8,60,왜 이렇게 많은 실험들이 음성학적인가?,QQ,M
8,61,영어만 사용 가능,EE,M
8,63,"내가 본 나머지는 빨강, 초록, 파랑이야.",DD,M
8,64,너도 알다시피,RD,M
8,65,그리고 파란색 타입을 선택하면 나머지 두개를 가져갈 수 없다.,IE,M
8,66,오 안돼.,KK,F
8,67,나머지 둘은 할 수 없다.,EE,M
8,68,오 안돼.,KK,F
8,69,그리고 영어가 모국어가 없는 유일한 사람은,EE,M
8,70,그것에 관한 연설자들,EE,M
8,72,알았어.,KK,F
8,73,"음, 대부분 내가 하는 시간들이야",KK,F
8,74,나는 그것을 할 수 없다,DD,F
8,75,알았어.,KK,M
8,76,나는 못해.,DD,M
8,77,그들은 대부분 화요일과 목요일에 있어.,EE,F
8,78,내가 12시에 가고 싶은 것,ED,F
8,79,알았어.,KK,M
8,80,그리고 나는 12시에 마지막 수업을 끝마친다.,DE,F
8,81,아참,KK,M
8,82,나는 할 수 없었다.,DD,F
8,83,에어로빅 수업이야,EE,F
8,86,난 그냥 여기 떨어질 수 없어,DD,F
8,88,온통 더러운,DE,F
8,89,야,KK,M
8,90,정말로.,RQ,M
8,91,그래서 운동을 많이 하십니까?,QQ,M
8,92,응.,KE,F
8,93,나는 요전에 그것을 만들려고 노력했다.,DD,M
8,94,하지만 나는 요새에 산다.,DE,M
8,95,아참,KK,F
8,96,그러니?,QQ,F
8,97,그래서 나는 일주일에 두번만 여기에 온다.,DE,M
8,98,아참,KK,F
8,99,화요일과 목요일,DE,F
8,100,내일 나도 시험이 있어.,DE,M
8,102,아참,KK,F
8,103,나는 아직 그것을 위해 공부하지 않았다.,DE,M
8,104,너는 없어?,QQ,F
8,105,응.,KE,M
8,106,"나, 나 벌써",DE,M
8,107,나는 저번에 감독에 등록했다.,DE,M
8,108,나는 그에게 전화를 한다.,DE,M
8,109,너도 알다시피,RE,M
8,110,난 성공하지 못할거야 왜냐하면,DE,M
8,111,나는 내 차에 문제가 좀 있다.,DD,M
8,112,오늘 나는 그에게 전화해서 취소하고 싶었지만,DD,M
8,113,나는 이미 그것을 한 번 했다.,DE,M
8,114,응,KK,F
8,117,나도 내일 역사 시험이 있어.,DE,F
8,118,아참,KK,M
8,119,정말로.,KK,M
8,120,역사는 쉽다,ED,M
8,121,아니니?,QQ,M
8,123,읽을 게 많아.,ER,F
8,127,나는 결국 퀴즈에서 70점을 냈다.,DE,F
8,128,아참,KK,M
8,129,하지만 나는 책을 읽었다.,DE,F
8,130,나는 이번에 모든 책을 읽었다.,DD,F
8,131,야,KK,M
8,132,그래서 나는 괜찮을 거야.,DD,F
8,134,너의 선생님은 너에게 에세이를 하게 하시니?,QQ,M
8,135,우리는 논술 시험이 있다.,DE,F
8,136,"예를 들면, 두 사람",DE,F
8,137,음,KK,M
8,138,우리는 가져가야 한다.,DE,F
8,139,음,KK,M
8,140,"그가, 얼마나 오래 있어야 하는지 명시했니?",QQ,M
8,141,어떻게 페이지를 써야 하는가 아니면 그냥 써야 하는가?,QQ,M
8,143,무엇을 했는가,QQ,M
8,144,제 말은.,DD,M
8,145,너의 에세이는,EQ,M
8,146,음.,KK,F
8,147,뭐라고 하셨죠?,QQ,F
8,148,아니요.,KE,F
8,150,음.,KK,F
8,151,그들은 아마 단지 하나의 단락일 것이다.,EE,F
8,152,음,KK,M
8,153,한 단락,EE,M
8,154,전체 내용은 아니고.,EE,M
8,155,아니요.,KE,F
8,156,아마 한 단락일 것이다.,EE,F
8,157,문제마다,ED,F
8,158,아마 다섯 가지 질문을 하게 될 겁니다,EE,F
8,159,좀 서둘러서 이 일을 시작하고 싶어.,DD,F
8,162,나는 내가 공부할 시험이 있다는 것을 안다.,DE,M
8,163,그리고 나의,DU,M
8,164,지금 몇 시예요?,QQ,F
8,165,11시 6분이다.,EE,M
8,166,아참,KK,F
8,167,동쪽에서는 약 5분이 지났다.,EE,M
8,168,11시 2분.,EE,M
8,169,이제 11시 7분이다.,EE,M
8,170,알았어.,KK,F
8,171,나는 공부할 일이 많다.,DE,M
8,172,나는 프로그램 디자인을 가지고 있다.,DE,M
8,174,나도 그래,DE,F
8,177,나는 그녀가 이것을 내일 전에 끝내기를 바래,DD,M
8,178,나도 그러길 바래.,DD,F
8,179,여기 사람이 너무 많아서,EE,M
8,180,생각합니다,DD,M
8,181,그들은 가지고 있니?,QQ,F
8,182,마지막에는,EE,M
8,186,아참,KK,F
8,187,알고있어요,DD,F
8,188,나는 그것을 끝내고 싶다.,DD,M
8,189,나는 두 개가 남을거야.,DD,F
8,190,알았어.,KK,M
8,191,나는 오늘 다른것을 신청했다. 그러나,DD,F
8,192,내가 먼저 가서 하나 가져갈까 생각했어.,DD,F
8,193,그리고 그것을 끝내다,DD,F
8,194,음,KK,M
8,195,또 다른 것을 신청하다.,DD,F
8,196,"음, 그들은 다른 실험 시간을 가지고 있어.",KK,M
8,198,그들은 다른 시간을 가지고 있지 않은가?,QQ,M
8,199,나도 몰라.,DD,F
8,200,나는 오직 빨간 녹색과 파란색을 본적이 있다.,DD,F
8,201,대본에 나오는 것들,ED,F
8,202,음,KK,M
8,203,그게 내가 본 전부야,ED,F
8,204,야,KK,M
8,205,그래서 나는 모른다.,DD,F
8,206,그녀는 길을 잃었나?,QQ,F
8,207,아참,KK,M
8,208,그녀가 돌아올 것 같아.,DD,M
8,209,그래서 저번주에 이걸 하기로 했니?,QQ,F
8,210,응.,KE,M
8,211,나는 빨간 것을 하기로 되어 있었다.,DE,M
8,212,하지만 내가 그들에게 전화했을 때 그들은 내 이름을 명단에서 삭제했다.,EE,M
8,213,응.,KK,F
8,214,그래서 나는 다시 전화를 걸었다.,DE,M
9,0,당신은 입문심리학 입니까?,QQ,M
9,1,이런.,KE,F
9,2,좋아.,KK,M
9,3,너는 어디 출신이니?,QQ,M
9,4,베트남의,DE,F
9,5,베트남.,RR,M
9,6,나는 니게리아 출신이다.,DE,M
9,7,영어를 할 줄 아세요?,QQ,F
9,8,mn-hm,KE,M
9,9,얼마나 오래 이 나라에 있었니?,QQ,M
9,10,5년?,QQ,M
